repoName,login,week,a,d,c
facebook/infer,jeremydubreil,2016-01-31 0:00,21,17,4
facebook/infer,jeremydubreil,2016-02-07 0:00,52,54,8
facebook/infer,jeremydubreil,2016-02-14 0:00,396,202,4
facebook/infer,jeremydubreil,2016-02-21 0:00,127,94,6
facebook/infer,jeremydubreil,2016-02-28 0:00,445,51,2
facebook/infer,jeremydubreil,2016-03-06 0:00,461,383,3
facebook/infer,jeremydubreil,2016-03-13 0:00,25,7,3
facebook/infer,jeremydubreil,2016-03-20 0:00,7,12,3
facebook/infer,jeremydubreil,2016-04-10 0:00,78,479,3
facebook/infer,jeremydubreil,2016-04-17 0:00,201,31,1
facebook/infer,jeremydubreil,2016-04-24 0:00,207,134,8
facebook/infer,jeremydubreil,2016-05-01 0:00,163,78,2
facebook/infer,jeremydubreil,2016-05-22 0:00,1,2,1
facebook/infer,jeremydubreil,2016-05-29 0:00,150,185,6
facebook/infer,jeremydubreil,2016-09-04 0:00,0,2,1
facebook/infer,jeremydubreil,2016-09-11 0:00,1,5,1
facebook/infer,jeremydubreil,2016-09-18 0:00,5,0,1
facebook/infer,jeremydubreil,2016-09-25 0:00,588,686,6
facebook/infer,jeremydubreil,2016-10-02 0:00,168,61,4
facebook/infer,akotulski,2015-06-07 0:00,4,1,2
facebook/infer,akotulski,2015-06-14 0:00,34,8,4
facebook/infer,akotulski,2015-06-21 0:00,262,45,5
facebook/infer,akotulski,2015-06-28 0:00,152,14,1
facebook/infer,akotulski,2015-07-05 0:00,145,95,2
facebook/infer,akotulski,2015-07-12 0:00,19,7,1
facebook/infer,akotulski,2015-07-19 0:00,301,112,3
facebook/infer,akotulski,2015-07-26 0:00,58,71,4
facebook/infer,akotulski,2015-08-02 0:00,174,62,3
facebook/infer,akotulski,2015-08-09 0:00,635,251,5
facebook/infer,akotulski,2015-09-06 0:00,13,2,1
facebook/infer,akotulski,2015-09-13 0:00,247,41,3
facebook/infer,akotulski,2015-09-20 0:00,309,116,3
facebook/infer,akotulski,2015-09-27 0:00,626,537,6
facebook/infer,akotulski,2015-10-04 0:00,6230,6555,12
facebook/infer,akotulski,2015-10-11 0:00,1453,11,2
facebook/infer,akotulski,2015-10-18 0:00,1028,510,10
facebook/infer,akotulski,2015-10-25 0:00,168,2,1
facebook/infer,akotulski,2015-11-01 0:00,368,75,3
facebook/infer,akotulski,2015-11-08 0:00,869,117,5
facebook/infer,akotulski,2015-11-15 0:00,1021,197,9
facebook/infer,akotulski,2015-11-22 0:00,1335,490,11
facebook/infer,akotulski,2015-11-29 0:00,876,710,10
facebook/infer,akotulski,2015-12-06 0:00,1052,510,10
facebook/infer,akotulski,2015-12-13 0:00,175,157,5
facebook/infer,akotulski,2016-01-03 0:00,207,97,5
facebook/infer,akotulski,2016-01-10 0:00,41,57,2
facebook/infer,akotulski,2016-01-24 0:00,1102,301,13
facebook/infer,akotulski,2016-01-31 0:00,1561,292,12
facebook/infer,akotulski,2016-02-07 0:00,243,29,2
facebook/infer,akotulski,2016-02-14 0:00,7098,7273,8
facebook/infer,akotulski,2016-02-21 0:00,816,69,6
facebook/infer,akotulski,2016-02-28 0:00,1,0,1
facebook/infer,akotulski,2016-03-06 0:00,832,2,1
facebook/infer,akotulski,2016-03-13 0:00,719,6,2
